mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__colsample_bytree,param_classifier__gamma,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__min_child_weight,param_classifier__n_estimators,param_classifier__reg_alpha,param_classifier__reg_lambda,param_classifier__scale_pos_weight,param_classifier__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
3.4083964228630066,0.5259019807599119,0.16747087240219116,0.009001124775993224,0.9,0.7,0.1,4,7,100,0.0,0.5,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 100, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 0.5, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8688095036988095,0.8652413476954504,0.8653662751486628,0.8686979533932341,0.8670287699840392,0.0017259746037998611,7
3.9880611896514893,0.07055670591684543,0.15732675790786743,0.005863135187980473,0.9,0.7,0.1,4,7,100,0.0,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 100, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8683323590973173,0.8658203820457822,0.8661508037326027,0.8698385028186102,0.8675355119235781,0.0016430018071170588,1
3.9136383533477783,0.1397140547815523,0.17196887731552124,0.03324788858243216,0.9,0.7,0.1,4,7,100,0.1,0.5,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 100, 'classifier__reg_alpha': 0.1, 'classifier__reg_lambda': 0.5, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8688967945886653,0.8647321016916869,0.8649990480875773,0.8688794073012381,0.8668768379172919,0.002013485610436949,10
2.230536937713623,0.05705455033835626,0.15680724382400513,0.004970680652891948,0.9,0.7,0.1,4,7,100,0.1,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 100, 'classifier__reg_alpha': 0.1, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8687886371304506,0.8658171479421358,0.8656007890257298,0.8698255033675792,0.8675080193664739,0.0018376131053005936,2
2.1725279092788696,0.03909977187381862,0.15684568881988525,0.00588000795650689,0.9,0.7,0.1,4,7,100,0.2,0.5,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 100, 'classifier__reg_alpha': 0.2, 'classifier__reg_lambda': 0.5, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8697898575918805,0.8643768189141161,0.8667496617243705,0.8688724805100404,0.8674472046851018,0.0020876583043885847,3
2.1989927291870117,0.01834517862983535,0.15826070308685303,0.004753264225400971,0.9,0.7,0.1,4,7,100,0.2,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 100, 'classifier__reg_alpha': 0.2, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8687155387802163,0.8650709395822442,0.8670092747948057,0.8687655631444704,0.8673903290754341,0.0015142836171100783,4
2.4703556895256042,0.17227076976110756,0.16986525058746338,0.004533465963581502,0.9,0.7,0.1,4,7,110,0.0,0.5,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 110, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 0.5, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8682801194914662,0.8648150453411008,0.8649519279481693,0.8688170786362476,0.866716042854246,0.00184299891692693,14
2.4065991044044495,0.055241413668857875,0.17443764209747314,0.013435111231717018,0.9,0.7,0.1,4,7,110,0.0,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 110, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8680196702027801,0.8651042722142018,0.8657303948494576,0.8691518792078883,0.8670015541185819,0.0016489377537351438,8
2.3407232761383057,0.02182451160062984,0.16768991947174072,0.0011296395625310142,0.9,0.7,0.1,4,7,110,0.1,0.5,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 110, 'classifier__reg_alpha': 0.1, 'classifier__reg_lambda': 0.5, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8686346503846191,0.864452700733816,0.8648479435793687,0.8686926044474209,0.8666569747863061,0.0020116166940751727,16
2.3389208912849426,0.04385008992191757,0.16957402229309082,0.0037576237314866814,0.9,0.7,0.1,4,7,110,0.1,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 110, 'classifier__reg_alpha': 0.1, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8683744904068512,0.8650559889060071,0.8656212576798729,0.8691426679379498,0.8670486012326702,0.0017429078411130127,6
2.4411152601242065,0.07633693423794614,0.17244237661361694,0.005686968219756075,0.9,0.7,0.1,4,7,110,0.2,0.5,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 110, 'classifier__reg_alpha': 0.2, 'classifier__reg_lambda': 0.5, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8695139443439615,0.8638173986801565,0.8662455735906884,0.8687183417306502,0.8670738145863641,0.0022332112788160927,5
2.391928791999817,0.044794921800866506,0.1666211485862732,0.0026951553145482285,0.9,0.7,0.1,4,7,110,0.2,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 110, 'classifier__reg_alpha': 0.2, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8683597275091555,0.8647725449641587,0.8665546547013515,0.868032688650946,0.8669299039564029,0.001419114098597964,9
2.5385414361953735,0.03977548427194389,0.19021743535995483,0.005491389635830905,0.9,0.7,0.1,4,7,120,0.0,0.5,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 120, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 0.5, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8681328426426076,0.864487300155069,0.8644538227699978,0.8688501047716349,0.8664810175848274,0.0020264209907618173,21
2.5552457571029663,0.021352116370639385,0.18310195207595825,0.008240526266050024,0.9,0.7,0.1,4,7,120,0.0,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 120, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8677251577782292,0.8647667003632863,0.8647034430219672,0.8692860479442885,0.8666203372769428,0.001964503441998263,18
2.655583620071411,0.06142721705516666,0.17664873600006104,0.0012217396834868516,0.9,0.7,0.1,4,7,120,0.1,0.5,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 120, 'classifier__reg_alpha': 0.1, 'classifier__reg_lambda': 0.5, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8685130144446057,0.8642722349284895,0.864678324756677,0.8681763372152544,0.8664099778362567,0.0019436663525124462,25
2.607216536998749,0.09300088023192457,0.1929692029953003,0.01636329609519476,0.9,0.7,0.1,4,7,120,0.1,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 120, 'classifier__reg_alpha': 0.1, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8681218741182803,0.8648191414284906,0.8649476721247,0.8690674978730003,0.8667390463861179,0.001886064398051851,12
2.615564525127411,0.038412736245295995,0.19137954711914062,0.006099008979300243,0.9,0.7,0.1,4,7,120,0.2,0.5,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.7, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 120, 'classifier__reg_alpha': 0.2, 'classifier__reg_lambda': 0.5, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8691969125725227,0.8632155073916602,0.8659722546949805,0.8684821799022561,0.8667167136403549,0.002349517087737635,13
