mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__colsample_bytree,param_classifier__gamma,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__min_child_weight,param_classifier__n_estimators,param_classifier__scale_pos_weight,param_classifier__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
3.380819857120514,0.2604547237127758,0.1457189917564392,0.006107959438982002,0.9,0.5,0.08,4,5,90,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8682186719441632,0.8640208156462291,0.8652363944782373,0.8683703961983139,0.8664615695667359,0.0018834384494939716,38
3.4525859355926514,0.19696073216932344,0.14482003450393677,0.002274626861583334,0.9,0.5,0.08,4,5,90,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8675958693740665,0.864580827312415,0.8644995600342185,0.8694625479428442,0.8665347011658862,0.0021010584937407074,31
3.505905866622925,0.188290897559872,0.14412802457809448,0.0022639546810853035,0.9,0.5,0.08,4,5,90,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8665201650481069,0.8631399947330995,0.864384211614502,0.8681521967058501,0.8655491420253896,0.0019287193236882383,79
2.1524029970169067,0.04380688902283938,0.15319794416427612,0.003326803493204373,0.9,0.5,0.08,4,5,100,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8688615245015063,0.8642406133900151,0.8662412572420475,0.8682112499787663,0.8668886612780837,0.001807810815108103,13
2.1974176168441772,0.02254341833765429,0.15136998891830444,0.004617752867364995,0.9,0.5,0.08,4,5,100,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8684207992201709,0.8648568927352825,0.8653113498927447,0.8691918189398063,0.8669452151970012,0.0018878018383288787,8
2.2411006093025208,0.06711949665871349,0.1523396372795105,0.008944257595129266,0.9,0.5,0.08,4,5,100,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.867593592399644,0.8634892195214452,0.8643511499840288,0.8677589151271452,0.8657982192580658,0.0019034956183362436,67
2.305285155773163,0.012054637041526619,0.16974085569381714,0.0018087834558562286,0.9,0.5,0.08,4,5,110,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8685126806023319,0.8638119672911052,0.8662004445652703,0.8681871722323219,0.8666780661727573,0.001876556447563172,20
2.3557125329971313,0.03315370652456953,0.16502857208251953,0.0010187485974246303,0.9,0.5,0.08,4,5,110,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8684615293521583,0.8646141979812791,0.8649779754527139,0.8690127408534347,0.8667666109098965,0.001984310110790893,18
2.366987109184265,0.029793226543208384,0.16023778915405273,0.0024789982585020575,0.9,0.5,0.08,4,5,110,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8673402115219921,0.8638830015521466,0.863683022659633,0.8675610837862219,0.8656168298799984,0.001836840941114997,76
2.347771108150482,0.07695951514995415,0.18537163734436035,0.010463798936419426,0.9,0.5,0.08,5,5,90,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 5, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8684228586458775,0.8657226895769476,0.8646786822110077,0.8693507572773276,0.8670437469277901,0.0019080729495110256,5
2.293471574783325,0.02746462483358236,0.18018049001693726,0.006396149195609392,0.9,0.5,0.08,5,5,90,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 5, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8677279465085697,0.865392333778784,0.8637821347790554,0.8690437894758274,0.8664865511355592,0.002036646131159186,35
2.391285240650177,0.07583607957423102,0.17454606294631958,0.006899421355507821,0.9,0.5,0.08,5,5,90,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 5, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8665446871827834,0.8645295524452004,0.8641091937274468,0.8693687261510836,0.8661380398766285,0.002080032713064128,51
2.5447113513946533,0.16867606218805706,0.19349920749664307,0.0042456990825092,0.9,0.5,0.08,5,5,100,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 5, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8685672310446128,0.86520519098065,0.865036984916646,0.8688586513527388,0.8669170145736619,0.0017998624466686974,10
2.50617915391922,0.02704957394000932,0.18882930278778076,0.0035552513830588613,0.9,0.5,0.08,5,5,100,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 5, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8676972608164215,0.8644453418605575,0.8645136052458708,0.8686753396323582,0.8663328868888021,0.0018855511793716023,42
2.513586640357971,0.02226609825556151,0.19112861156463623,0.009253639618921105,0.9,0.5,0.08,5,5,100,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 5, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8672855519126377,0.8642197166891527,0.864004653755027,0.8687057369322186,0.866053914822259,0.002007040366960199,54
2.69063663482666,0.04497543885814798,0.2123822569847107,0.00643142475946877,0.9,0.5,0.08,5,5,110,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 5, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8680248976834671,0.8645020588103445,0.8649766315986418,0.8686171772961722,0.8665301913471564,0.0018108372968240818,32
2.7972883582115173,0.09555784526888843,0.2025279402732849,0.002783638205793665,0.9,0.5,0.08,5,5,110,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 5, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8677603816065996,0.8636934706234775,0.8640570466604942,0.8684902157446864,0.8660002786588145,0.0021444849608701936,59
2.7090452313423157,0.013948423272039255,0.20367491245269775,0.002369233634687837,0.9,0.5,0.08,5,5,110,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 5, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8672005950614632,0.8628907276293233,0.8644071498631087,0.8683062994261092,0.8657011929950011,0.0021568524099474006,73
2.034773290157318,0.017973253929059033,0.15244966745376587,0.0019287214963039472,0.9,0.5,0.1,4,5,90,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8692689248806288,0.8646207746328403,0.8654365794618287,0.8683910757583063,0.8669293386834009,0.0019473146201591323,9
2.180511474609375,0.11164015631207654,0.15450996160507202,0.007207684942774288,0.9,0.5,0.1,4,5,90,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8677052375224411,0.8650550071478227,0.8660984829122744,0.8687072305456525,0.8668914895320476,0.0014107292676953291,12
2.073286712169647,0.03850904257346387,0.15029317140579224,0.0029292369883912755,0.9,0.5,0.1,4,5,90,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8679953621247569,0.864304419730852,0.8651337784181303,0.8677659004806593,0.8662998651885996,0.0016097771793941063,45
2.254782974720001,0.016807289268073136,0.1665453314781189,0.004654596742197073,0.9,0.5,0.1,4,5,100,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8694949175136636,0.8641841256822758,0.8653438207321941,0.86748490309193,0.8666269417550159,0.002035628436888422,24
2.269765555858612,0.012486776589600557,0.16424500942230225,0.00293066286165674,0.9,0.5,0.1,4,5,100,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8680044008683763,0.8650443995612639,0.8662308564919229,0.8679104843079447,0.8667975353073769,0.0012338749718240089,15
2.3030898571014404,0.05567454845803105,0.16429799795150757,0.003936980442298314,0.9,0.5,0.1,4,5,100,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8678596769305658,0.8643560687366232,0.8651127526600241,0.8671697606533895,0.8661245647451505,0.0014365227643828799,52
2.431812584400177,0.056848549807676396,0.18221056461334229,0.008053316519052297,0.9,0.5,0.1,4,5,110,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8686249864416337,0.8639648466342355,0.8645903745188798,0.8671313001125666,0.8660778769268288,0.0018891153829061539,53
2.435433268547058,0.012791836830829505,0.1712183952331543,0.001590369465414389,0.9,0.5,0.1,4,5,110,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8679029015733862,0.8647647139777331,0.8660399394584245,0.867550993450633,0.8665646371150442,0.0012528848223507633,29
