mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__subsample,param_classifier__n_estimators,param_classifier__min_child_weight,param_classifier__max_depth,param_classifier__learning_rate,param_classifier__gamma,param_classifier__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
9.10466182231903,0.48672770450203967,0.659134566783905,0.06397221973684913,0.6,300,5,5,0.05,0.2,1.0,"{'classifier__subsample': 0.6, 'classifier__n_estimators': 300, 'classifier__min_child_weight': 5, 'classifier__max_depth': 5, 'classifier__learning_rate': 0.05, 'classifier__gamma': 0.2, 'classifier__colsample_bytree': 1.0}",0.8606988440204663,0.8549472667099547,0.8590846864752497,0.8583944783792876,0.8582813188962395,0.0020987220065284123,12
5.319521844387054,0.19499286170889027,0.20665931701660156,0.007617436891715073,0.8,200,3,3,0.15,0.1,0.6,"{'classifier__subsample': 0.8, 'classifier__n_estimators': 200, 'classifier__min_child_weight': 3, 'classifier__max_depth': 3, 'classifier__learning_rate': 0.15, 'classifier__gamma': 0.1, 'classifier__colsample_bytree': 0.6}",0.8608620482828936,0.8560571046160664,0.8562947325511271,0.8593592502079082,0.8581432839144988,0.0020395796089998524,14
4.613594353199005,0.03382070848200894,0.20392048358917236,0.001361417628633944,0.6,100,10,5,0.15,0.2,1.0,"{'classifier__subsample': 0.6, 'classifier__n_estimators': 100, 'classifier__min_child_weight': 10, 'classifier__max_depth': 5, 'classifier__learning_rate': 0.15, 'classifier__gamma': 0.2, 'classifier__colsample_bytree': 1.0}",0.8518330073104532,0.8496084133262183,0.8510540892139331,0.8594298316875035,0.852981335384527,0.003807645038232372,26
2.4423685669898987,0.14986713552289221,0.16801756620407104,0.01786755609715628,0.6,100,10,3,0.05,0.2,1.0,"{'classifier__subsample': 0.6, 'classifier__n_estimators': 100, 'classifier__min_child_weight': 10, 'classifier__max_depth': 3, 'classifier__learning_rate': 0.05, 'classifier__gamma': 0.2, 'classifier__colsample_bytree': 1.0}",0.8441945512314469,0.8453479449703799,0.8374118797230391,0.8488114923921115,0.8439414670792443,0.004135060133680996,38
7.083207607269287,0.47765860909465735,0.6023553013801575,0.0627895322996476,0.6,200,5,7,0.05,0.5,0.6,"{'classifier__subsample': 0.6, 'classifier__n_estimators': 200, 'classifier__min_child_weight': 5, 'classifier__max_depth': 7, 'classifier__learning_rate': 0.05, 'classifier__gamma': 0.5, 'classifier__colsample_bytree': 0.6}",0.8578781581012984,0.8545522251121361,0.8541457311004501,0.859077400791475,0.8564133787763399,0.0021123867254658774,21
3.8413394689559937,0.1763829798876835,0.2699195146560669,0.007926581841509798,0.8,100,3,7,0.05,0.1,0.6,"{'classifier__subsample': 0.8, 'classifier__n_estimators': 100, 'classifier__min_child_weight': 3, 'classifier__max_depth': 7, 'classifier__learning_rate': 0.05, 'classifier__gamma': 0.1, 'classifier__colsample_bytree': 0.6}",0.8583781667187598,0.8575551376665228,0.8545836871346162,0.8605394852494258,0.8577641191923311,0.0021353297442933995,16
10.766773521900177,0.17736729757340147,0.8615684509277344,0.11438975347344509,0.8,300,5,7,0.15,0.1,1.0,"{'classifier__subsample': 0.8, 'classifier__n_estimators': 300, 'classifier__min_child_weight': 5, 'classifier__max_depth': 7, 'classifier__learning_rate': 0.15, 'classifier__gamma': 0.1, 'classifier__colsample_bytree': 1.0}",0.8512425256110575,0.844612844321573,0.8474106278149299,0.8525683327037722,0.8489585826128332,0.003143576652900666,37
5.593166470527649,0.11053705671932443,0.37846362590789795,0.03413873398244192,0.8,200,3,5,0.05,0.1,1.0,"{'classifier__subsample': 0.8, 'classifier__n_estimators': 200, 'classifier__min_child_weight': 3, 'classifier__max_depth': 5, 'classifier__learning_rate': 0.05, 'classifier__gamma': 0.1, 'classifier__colsample_bytree': 1.0}",0.863705871395526,0.8583920399025037,0.8605115189687095,0.8618765521853086,0.861121495613012,0.0019410762861640843,4
7.375905394554138,0.15040617136370976,0.5349606275558472,0.026453840801923572,0.6,200,10,7,0.15,0.1,0.6,"{'classifier__subsample': 0.6, 'classifier__n_estimators': 200, 'classifier__min_child_weight': 10, 'classifier__max_depth': 7, 'classifier__learning_rate': 0.15, 'classifier__gamma': 0.1, 'classifier__colsample_bytree': 0.6}",0.8508966349266923,0.8482723524203274,0.849842813933932,0.8499317207458421,0.8497358805066986,0.0009406186049962014,32
3.196605384349823,0.14123929646409766,0.2205454707145691,0.030730895173718582,0.8,100,5,5,0.1,0.1,1.0,"{'classifier__subsample': 0.8, 'classifier__n_estimators': 100, 'classifier__min_child_weight': 5, 'classifier__max_depth': 5, 'classifier__learning_rate': 0.1, 'classifier__gamma': 0.1, 'classifier__colsample_bytree': 1.0}",0.8643624584349981,0.8588536981872846,0.8591067197835968,0.8601199073137743,0.8606106959299135,0.0022172945607532367,6
2.1938483119010925,0.16475666974754946,0.1453571915626526,0.008218617818231442,0.8,100,3,3,0.15,0.5,0.8,"{'classifier__subsample': 0.8, 'classifier__n_estimators': 100, 'classifier__min_child_weight': 3, 'classifier__max_depth': 3, 'classifier__learning_rate': 0.15, 'classifier__gamma': 0.5, 'classifier__colsample_bytree': 0.8}",0.8645842790287741,0.8603649695094225,0.8572656848826572,0.8641732428446839,0.8615970440663845,0.0029932863611007022,1
