mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__colsample_bytree,param_classifier__gamma,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__min_child_weight,param_classifier__n_estimators,param_classifier__reg_alpha,param_classifier__reg_lambda,param_classifier__scale_pos_weight,param_classifier__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
4.091972887516022,0.5280021759370291,0.2414339780807495,0.015452560378720046,0.9,0.6,0.1,4,7,90,0.0,0.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.6, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 90, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8789513836679547,0.8624891020439474,0.8530423545312148,0.8759912525723262,0.8676185232038608,0.010456002797261724,24
4.6857975125312805,0.056256898193129685,0.22757786512374878,0.0026013252456146057,0.9,0.6,0.1,4,7,90,0.0,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.6, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 90, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8800171078665749,0.8631253260197079,0.8523996902793142,0.8755288028061194,0.8677677317429291,0.010816770183294315,20
4.727907478809357,0.04104933825368586,0.22364145517349243,0.006020936562048232,0.9,0.6,0.1,4,7,90,0.1,0.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.6, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 90, 'classifier__reg_alpha': 0.1, 'classifier__reg_lambda': 0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8794779141251519,0.8623485444961985,0.8538668171400632,0.8759933949273436,0.8679216676721893,0.010335595512334823,15
3.129352331161499,0.037416983692357464,0.22606098651885986,0.0022542879509768136,0.9,0.6,0.1,4,7,90,0.1,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.6, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 90, 'classifier__reg_alpha': 0.1, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8788047934000321,0.8628149213658111,0.8529741581864776,0.8760135656940022,0.8676518596615808,0.010405971259525108,23
3.4650582671165466,0.047430978264765104,0.2458195686340332,0.012381034493718362,0.9,0.6,0.1,4,7,100,0.0,0.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.6, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 100, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8793196297705118,0.8625639472836637,0.8535446368591568,0.8775514976525137,0.8682449278914616,0.010696183425967929,5
3.6333001255989075,0.1808722535888842,0.2484787106513977,0.02467811077914514,0.9,0.6,0.1,4,7,100,0.0,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.6, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 100, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8804883664652396,0.8629425717130759,0.852670165160993,0.8764184136900002,0.8681298792573272,0.011037922456340927,9
3.2988625168800354,0.0653788548164686,0.23930567502975464,0.005206830593514291,0.9,0.6,0.1,4,7,100,0.1,0.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.6, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 100, 'classifier__reg_alpha': 0.1, 'classifier__reg_lambda': 0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8790322897356654,0.8622153235753875,0.8541164845525738,0.8762414092217344,0.8679013767713404,0.01019568314439033,17
3.3560985326766968,0.04075332081091964,0.24087798595428467,0.0064985104896682685,0.9,0.6,0.1,4,7,100,0.1,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.6, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 100, 'classifier__reg_alpha': 0.1, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8792836522362599,0.8632791782826698,0.8536125363293157,0.8771338239423995,0.8683272976976611,0.010483371607337316,3
3.8016124963760376,0.19672139743488595,0.2601531147956848,0.013912546177650423,0.9,0.6,0.1,4,7,110,0.0,0.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.6, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 110, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8793811087631673,0.8622249951237475,0.8538273524465565,0.8773314130562476,0.8681912173474298,0.010614533315275673,6
3.5800617337226868,0.039295735028118915,0.2607596516609192,0.007407591962541936,0.9,0.6,0.1,4,7,110,0.0,1.0,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.6, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 4, 'classifier__min_child_weight': 7, 'classifier__n_estimators': 110, 'classifier__reg_alpha': 0.0, 'classifier__reg_lambda': 1.0, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8804051620402885,0.8628319539701463,0.8529644822617624,0.8763333221939037,0.8681337301165252,0.010909127628739438,8
