mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__class_weight,param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
253.53190302848816,4.529078137921848,2.874634325504303,0.32249076874717963,balanced_subsample,25,sqrt,5,5,400,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 400}",0.8476134354424766,0.8511744424394423,0.8492458187705737,0.8520225834079026,0.8500140700150989,0.0017127351326337978,11
285.97599172592163,2.2732847318045875,3.6843457221984863,0.06485132569923648,balanced_subsample,25,sqrt,5,5,450,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 450}",0.8476760606091063,0.8518947888285173,0.8490801147584902,0.8523074339314006,0.8502395995318787,0.001932079673554007,9
314.479080080986,3.0926993596243437,4.041704773902893,0.2206523563533156,balanced_subsample,25,sqrt,5,5,500,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 500}",0.8480002624403864,0.8519329270672928,0.8493212193601741,0.8526722963520448,0.8504816763049745,0.001897960751297378,7
255.99881225824356,1.6705947365568192,3.358768403530121,0.26306463316075007,balanced_subsample,25,sqrt,5,10,400,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 400}",0.8476134354424766,0.8511744424394423,0.8492458187705737,0.8520225834079026,0.8500140700150989,0.0017127351326337978,11
285.02926605939865,5.909543870844067,4.029672801494598,0.18578120946458102,balanced_subsample,25,sqrt,5,10,450,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 450}",0.8476760606091063,0.8518947888285173,0.8490801147584902,0.8523074339314006,0.8502395995318787,0.001932079673554007,9
313.05650144815445,2.964698721053395,3.1050310730934143,0.24813233990482814,balanced_subsample,25,sqrt,5,10,500,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 5, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500}",0.8480002624403864,0.8519329270672928,0.8493212193601741,0.8526722963520448,0.8504816763049745,0.001897960751297378,7
253.84183365106583,2.815715203746826,2.944359004497528,0.08079911006641266,balanced_subsample,25,sqrt,10,5,400,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 10, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 400}",0.8398394319451362,0.8444917929120582,0.8396778933646465,0.8436115629716112,0.841905170298363,0.002169702167605755,23
285.9313890337944,5.018119148307429,3.5741897225379944,0.2867935281735398,balanced_subsample,25,sqrt,10,5,450,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 10, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 450}",0.8399128637810158,0.8449565720521646,0.8400124728765483,0.843847111719172,0.8421822551072251,0.0022542556404141602,19
312.77131628990173,4.053871666779175,4.119255363941193,0.32311481034133244,balanced_subsample,25,sqrt,10,5,500,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 10, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 500}",0.8399605183766473,0.8449768030083603,0.8398505049103675,0.8437502585510547,0.8421345212116075,0.002271133624040052,21
250.92144268751144,2.949008797530327,3.3728697896003723,0.03866020416218781,balanced_subsample,25,sqrt,10,10,400,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 10, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 400}",0.8398394319451362,0.8444917929120582,0.8396778933646465,0.8436115629716112,0.841905170298363,0.002169702167605755,23
237.4684852361679,2.487999385736995,2.228078603744507,0.157980468217127,balanced_subsample,25,sqrt,10,10,450,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 10, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 450}",0.8399128637810158,0.8449565720521646,0.8400124728765483,0.843847111719172,0.8421822551072251,0.0022542556404141602,19
187.49791610240936,2.084878862158069,0.9650843143463135,0.5939075318962398,balanced_subsample,25,sqrt,10,10,500,"{'classifier__class_weight': 'balanced_subsample', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 10, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 500}",0.8399605183766473,0.8449768030083603,0.8398505049103675,0.8437502585510547,0.8421345212116075,0.002271133624040052,21
