mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__colsample_bytree,param_classifier__gamma,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__min_child_weight,param_classifier__n_estimators,param_classifier__scale_pos_weight,param_classifier__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
3.4305112957954407,0.36906565081605897,0.171930193901062,0.004211927486218541,0.9,0.5,0.08,4,5,90,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8664243580465378,0.8639387670362622,0.8658406278120767,0.8684373648986399,0.8661602794483791,0.0016040690617594392,45
3.944041132926941,0.14404955257150334,0.1923336386680603,0.03440635950428766,0.9,0.5,0.08,4,5,90,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8664890937534235,0.8653976059108486,0.8654844952642935,0.8689588561022593,0.8665825127577063,0.0014374788218555982,22
3.9174920320510864,0.09486016417892328,0.17589080333709717,0.006735944359696923,0.9,0.5,0.08,4,5,90,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8667281095676242,0.8633247888804738,0.863861069485009,0.8685509943213737,0.8656162405636202,0.002131924519776741,74
2.8211641907691956,0.11081004280680914,0.20825761556625366,0.02068715076759314,0.9,0.5,0.08,4,5,100,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8671301160315082,0.863869255231447,0.8666949978377211,0.8684037385262969,0.8665245269067433,0.00165663080581027,25
2.800130546092987,0.18716034959811065,0.20454120635986328,0.018371430848508414,0.9,0.5,0.08,4,5,100,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.8671968365292756,0.8656668086772514,0.8657913028807174,0.8687838816483489,0.8668597074338982,0.0012629922968266378,10
2.977479577064514,0.27099314627644716,0.1852906346321106,0.007512829175870742,0.9,0.5,0.08,4,5,100,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 100, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8670543711693544,0.8638066208347502,0.8643810032086198,0.8686653393241365,0.8659768336342152,0.0019777290212887157,52
2.9785922169685364,0.04386796601453434,0.2204025387763977,0.02106891350313473,0.9,0.5,0.08,4,5,110,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8673737606707247,0.8632534282050087,0.8664613680332185,0.8680541948895222,0.8662856879496186,0.0018396318716972675,40
2.940315902233124,0.07773275123980193,0.2222803831100464,0.025883251148924147,0.9,0.5,0.08,4,5,110,10,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 10, 'classifier__subsample': 0.9}",0.867062187160666,0.8660449154496396,0.865458922587744,0.8686279373360404,0.8667984906335225,0.0012019493752666928,15
2.950529158115387,0.08771466153925303,0.20574039220809937,0.013393905964955493,0.9,0.5,0.08,4,5,110,12,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 4, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 110, 'classifier__scale_pos_weight': 12, 'classifier__subsample': 0.9}",0.8670879223729882,0.8638223420271762,0.8643337254721065,0.8681215746332707,0.8658413911263854,0.0018098820378644944,63
2.786715805530548,0.07961167428994467,0.23885923624038696,0.05072030023154989,0.9,0.5,0.08,5,5,90,8,0.9,"{'classifier__colsample_bytree': 0.9, 'classifier__gamma': 0.5, 'classifier__learning_rate': 0.08, 'classifier__max_depth': 5, 'classifier__min_child_weight': 5, 'classifier__n_estimators': 90, 'classifier__scale_pos_weight': 8, 'classifier__subsample': 0.9}",0.8675106538795871,0.865784993626691,0.8647733480674192,0.8701424805289297,0.8670528690256567,0.0020346369479584893,7
